folder	desc	name	Latitude	Longitude	thumbnail	url	date	n-size	symbol	icon_size	color
Folder1	DiabloStart	Diablo from the parking lot	35.8046444444444	-106.136252777778	https://c1.staticflickr.com/3/2130/33077163085_87511ab276_q.jpg	https://www.flickr.com/photos/139088815@N08/33077163085/in/album-72157677124673434	2017:02:22 10:11:02	https://c1.staticflickr.com/3/2130/33077163085_87511ab276_n.jpg			orange
Folder1	BuckmanRdView	Climbing the mesa, the views improve	35.8094777777778	-106.138161111111	https://c1.staticflickr.com/3/2185/33077213435_446a99e727_q.jpg	https://www.flickr.com/photos/139088815@N08/33077213435/in/album-72157677124673434	2017:02:22 10:30:47	https://c1.staticflickr.com/3/2185/33077213435_446a99e727_n.jpg			orange
Folder1	TrailToCaja	A trail at the base of the opposing cliff wall	35.8066055555556	-106.140980555556	https://c1.staticflickr.com/3/2365/32921205432_76db60aff6_q.jpg	https://www.flickr.com/photos/139088815@N08/32921205432/in/album-72157677124673434	2017:02:22 10:46:03	https://c1.staticflickr.com/3/2365/32921205432_76db60aff6_n.jpg			orange
Folder1	DaringTheTippingRock	Some viewpoints dropped straight down through loose rock	35.8064444444444	-106.141663888889	https://c1.staticflickr.com/1/304/32261703423_8847c3d0ef_q.jpg	https://www.flickr.com/photos/139088815@N08/32261703423/in/album-72157677124673434	2017:02:22 10:54:02	https://c1.staticflickr.com/1/304/32261703423_8847c3d0ef_n.jpg			orange
Folder1	Soon2BeRockfall	Could this rock tumble in a few days?	35.8064888888889	-106.141730555556	https://c1.staticflickr.com/1/704/32950261871_b8e4fe960b_q.jpg	https://www.flickr.com/photos/139088815@N08/32950261871/in/album-72157677124673434	2017:02:22 10:57:20	https://c1.staticflickr.com/1/704/32950261871_b8e4fe960b_n.jpg			orange
Folder1	CrustyRim	Large crusty boulders, ready to fall, line the rim	35.80695	-106.142516666667	https://c1.staticflickr.com/4/3669/32695198140_5d453fe407_q.jpg	https://www.flickr.com/photos/139088815@N08/32695198140/in/album-72157677124673434	2017:02:22 11:06:15	https://c1.staticflickr.com/4/3669/32695198140_5d453fe407_n.jpg			orange
Folder1	ManyHills2Climb	At every turn, another hill to climb	35.8069388888889	-106.142463888889	https://c1.staticflickr.com/3/2027/32261693433_55f69f6018_q.jpg	https://www.flickr.com/photos/139088815@N08/32261693433/in/album-72157677124673434	2017:02:22 11:14:02	https://c1.staticflickr.com/3/2027/32261693433_55f69f6018_n.jpg			orange
Folder1	DiabloOverview	On top of Diablo	35.8071333333333	-106.143697222222	https://c1.staticflickr.com/3/2023/32950275611_f6dd6c6d00_q.jpg	https://www.flickr.com/photos/139088815@N08/32950275611/in/album-72157677124673434	2017:02:22 11:17:21	https://c1.staticflickr.com/3/2023/32950275611_f6dd6c6d00_n.jpg			orange
Folder1	RockyViewpoint	A vantage point for Tom	35.8074305555556	-106.144713888889	https://c1.staticflickr.com/1/729/32921194862_7932067db0_q.jpg	https://www.flickr.com/photos/139088815@N08/32921194862/in/album-72157677124673434	2017:02:22 11:26:10	https://c1.staticflickr.com/1/729/32921194862_7932067db0_n.jpg			orange
Folder1	JemezSnow	Snow in the Jemez outline the beautiful canyon	35.8082361111111	-106.144447222222	https://c1.staticflickr.com/4/3829/32695165520_f89004001c_q.jpg	https://www.flickr.com/photos/139088815@N08/32695165520/in/album-72157677124673434	2017:02:22 11:31:21	https://c1.staticflickr.com/4/3829/32695165520_f89004001c_n.jpg			orange
Folder1	RedLava	Red twisted lava seen from the mesa top	35.8087305555556	-106.144752777778	https://c1.staticflickr.com/3/2354/32695240010_8c4431e25d_q.jpg	https://www.flickr.com/photos/139088815@N08/32695240010/in/album-72157677124673434	2017:02:22 11:39:58	https://c1.staticflickr.com/3/2354/32695240010_8c4431e25d_n.jpg			orange
Folder1	CompleteTheCircle	Walking the circle of views	35.8129138888889	-106.142519444444	https://c1.staticflickr.com/3/2348/32950245401_ac3ae25d4b_q.jpg	https://www.flickr.com/photos/139088815@N08/32950245401/in/album-72157677124673434	2017:02:22 12:04:13	https://c1.staticflickr.com/3/2348/32950245401_ac3ae25d4b_n.jpg			orange
