folder	desc	name	Latitude	Longitude	thumbnail	url	date	n-size	width	height	symbol	icon_size	color
Folder1	SlipperySlope	Rock slides could happen at any time!	36.2717527777778	-108.228233333333	https://c2.staticflickr.com/6/5586/30014336873_ec9019a22a_q.jpg	https://www.flickr.com/photos/139088815@N08/30014336873/in/album-72157674431643482	2016:10:28 12:34:09	https://c2.staticflickr.com/6/5586/30014336873_ec9019a22a_n.jpg			orange
Folder1	Skyward	Pointing to the heavens	36.2716222222222	-108.226927777778	https://c6.staticflickr.com/6/5333/30648005885_f44325e175_q.jpg	https://www.flickr.com/photos/139088815@N08/30648005885/in/album-72157674431643482	2016:10:28 12:28:20	https://c6.staticflickr.com/6/5333/30648005885_f44325e175_n.jpg			orange
Folder1	Senor	A banded serape over the Senor's shoulders	36.2656222222222	-108.234322222222	https://c3.staticflickr.com/6/5547/30531129602_1aa94a360f_q.jpg	https://www.flickr.com/photos/139088815@N08/30531129602/in/album-72157674431643482	2016:10:28 11:24:31	https://c3.staticflickr.com/6/5547/30531129602_1aa94a360f_n.jpg			orange
Folder1	SculptedPair	Not only shapes, but colors	36.2699	-108.226616666667	https://c1.staticflickr.com/6/5807/30016463424_44a2e0ecfc_q.jpg	https://www.flickr.com/photos/139088815@N08/30016463424/in/album-72157674431643482	2016:10:28 12:18:36	https://c1.staticflickr.com/6/5807/30016463424_44a2e0ecfc_n.jpg			orange
Folder1	RockGarden	How did these round rocks get there?	36.2706722222222	-108.226494444444	https://c4.staticflickr.com/6/5444/30014367883_0ca6073855_q.jpg	https://www.flickr.com/photos/139088815@N08/30014367883/in/album-72157674431643482	2016:10:28 12:20:59	https://c4.staticflickr.com/6/5444/30014367883_0ca6073855_n.jpg			orange
Folder1	OnTopOfTheRed	Tom gets an overview of the trip ahead from the red hills	36.2628333333333	-108.248244444444	https://c2.staticflickr.com/6/5484/30014379233_009e5c4c46_q.jpg	https://www.flickr.com/photos/139088815@N08/30014379233/in/album-72157674431643482	2016:10:28 10:43:23	https://c2.staticflickr.com/6/5484/30014379233_009e5c4c46_n.jpg			orange
Folder1	HoodoHeaven	Hoodoos abound in a myriad of shapes	36.2655638888889	-108.234347222222	https://c2.staticflickr.com/6/5476/30560190121_f5324d8bc5_q.jpg	https://www.flickr.com/photos/139088815@N08/30560190121/in/album-72157674431643482	2016:10:28 11:20:57	https://c2.staticflickr.com/6/5476/30560190121_f5324d8bc5_n.jpg			orange
Folder1	DarkGrayHills	The reds and creams are accentuated by black and gray hills	36.2634888888889	-108.247016666667	https://c5.staticflickr.com/6/5528/30531177972_d9cbde3e71_q.jpg	https://www.flickr.com/photos/139088815@N08/30531177972/in/album-72157674431643482	2016:10:28 10:48:19	https://c5.staticflickr.com/6/5528/30531177972_d9cbde3e71_n.jpg			orange
Folder1	CrackedEggs	Until you see them, you wonder why they are called cracked eggs	36.267375	-108.223780555556	https://c4.staticflickr.com/6/5730/30014402523_efff73d9b9_q.jpg	https://www.flickr.com/photos/139088815@N08/30014402523/in/album-72157674431643482	2016:10:28 11:50:11	https://c4.staticflickr.com/6/5730/30014402523_efff73d9b9_n.jpg			orange
Folder1	BlushingMeadows	Subtle coloring accentuates the field of hoodoos	36.2653305555556	-108.234847222222	https://c1.staticflickr.com/6/5820/30531187472_ab9c26616b_q.jpg	https://www.flickr.com/photos/139088815@N08/30531187472/in/album-72157674431643482	2016:10:28 11:21:34	https://c1.staticflickr.com/6/5820/30531187472_ab9c26616b_n.jpg			orange
Folder1	BandedView	Shapes pop up everywhere along the hike	36.2693972222222	-108.225380555556	https://c6.staticflickr.com/6/5469/30014416253_b3707ecb52_q.jpg	https://www.flickr.com/photos/139088815@N08/30014416253/in/album-72157674431643482	2016:10:28 12:15:47	https://c6.staticflickr.com/6/5469/30014416253_b3707ecb52_n.jpg			orange
Folder1	BalancedView	Sharp and round, close and far highlight many views	36.2710722222222	-108.226333333333	https://c5.staticflickr.com/6/5503/30611900596_4b1e5377fd_q.jpg	https://www.flickr.com/photos/139088815@N08/30611900596/in/album-72157674431643482	2016:10:28 12:24:37	https://c5.staticflickr.com/6/5503/30611900596_4b1e5377fd_n.jpg			orange
Folder1	ArroyoHills	A crisscross of arroyos tells the story of much water-wear	36.2673916666667	-108.23535	https://c6.staticflickr.com/6/5342/30014429533_3f9ae94405_q.jpg	https://www.flickr.com/photos/139088815@N08/30014429533/in/album-72157674431643482	2016:10:28 12:51:08	https://c6.staticflickr.com/6/5342/30014429533_3f9ae94405_n.jpg			orange
Folder1	ShowOffHills	Entering a zone of color and shape	36.2704972222222	-108.226616666667	https://c6.staticflickr.com/6/5571/30014508893_c0d09895f2_q.jpg	https://www.flickr.com/photos/139088815@N08/30014508893/in/album-72157674431643482	2016:10:28 12:20:14	https://c6.staticflickr.com/6/5571/30014508893_c0d09895f2_n.jpg			orange
Folder1	LinedUp	Formations line up like soldiers	36.2653361111111	-108.237655555556	https://c8.staticflickr.com/6/5819/30648200775_6e7054673c_q.jpg	https://www.flickr.com/photos/139088815@N08/30648200775/in/album-72157674431643482	2016:10:28 11:12:31	https://c8.staticflickr.com/6/5819/30648200775_6e7054673c_n.jpg			orange
