folder	desc	name	Latitude	Longitude	thumbnail	url	date	n-size	symbol	icon_size	color
Folder1	Trailhead	Where it all starts	35.0990527778	-106.4714722222	https://c1.staticflickr.com/3/2911/32674772484_4baa2e2ca1_q.jpg	https://www.flickr.com/photos/139088815@N08/32674772484/in/album-72157678122594474	2017:03:15 11:26:20	https://c1.staticflickr.com/3/2911/32674772484_4baa2e2ca1_n.jpg			orange
Folder1	EnteringTheNeck	The wide expansive view narrows quickly	35.0966138889	-106.4644694444	https://c1.staticflickr.com/1/641/33518713415_9158462b3b_q.jpg	https://www.flickr.com/photos/139088815@N08/33518713415/in/album-72157678122594474	2017:03:15 11:40:16	https://c1.staticflickr.com/1/641/33518713415_9158462b3b_n.jpg			orange
Folder1	SomeScramblingRequired	The narrow entrance makes scrambling a necessity	35.0966722222	-106.4637666667	https://c1.staticflickr.com/4/3679/33390025621_9ba33fd51f_q.jpg	https://www.flickr.com/photos/139088815@N08/33390025621/in/album-72157678122594474	2017:03:15 11:42:23	https://c1.staticflickr.com/4/3679/33390025621_9ba33fd51f_n.jpg			orange
Folder1	IntoEmbudo	The road to Embudo Canyon	35.0959888889	-106.4601222222	https://c1.staticflickr.com/3/2921/32703893443_3076ede061_q.jpg	https://www.flickr.com/photos/139088815@N08/32703893443/in/album-72157678122594474	2017:03:15 12:00:08	https://c1.staticflickr.com/3/2921/32703893443_3076ede061_n.jpg			orange
Folder1	IMG_20170315_120626	Turn left up the bank here	35.09603	-106.45923					Flag, Red		
Folder1	PastTheFunnelNeck	Once past the neck, the funnel canyon is seen	35.0958055556	-106.4542083333	https://c1.staticflickr.com/3/2838/33135035730_39cb7e9c7c_q.jpg	https://www.flickr.com/photos/139088815@N08/33135035730/in/album-72157678122594474	2017:03:15 12:17:54	https://c1.staticflickr.com/3/2838/33135035730_39cb7e9c7c_n.jpg			orange
Folder1	ShadyView	Not much shade along the way, but it can enhance a view	35.0952638889	-106.453375	https://c1.staticflickr.com/4/3954/33477723066_b483811283_q.jpg	https://www.flickr.com/photos/139088815@N08/33477723066/in/album-72157678122594474	2017:03:15 12:20:37	https://c1.staticflickr.com/4/3954/33477723066_b483811283_n.jpg			orange
Folder1	UniqueShapes	Along the way, many unique shapes (not just Tom)	35.0995444444	-106.4490277778	https://c1.staticflickr.com/4/3946/32674763524_d95d467c93_q.jpg	https://www.flickr.com/photos/139088815@N08/32674763524/in/album-72157678122594474	2017:03:15 12:38:35	https://c1.staticflickr.com/4/3946/32674763524_d95d467c93_n.jpg			orange
Folder1	ViewFromEmbudo	At Embudo's ridgetop, I-40 can be seen clearly	35.1035638889	-106.4425138889	https://c1.staticflickr.com/3/2838/33518723955_e5539f2477_q.jpg	https://www.flickr.com/photos/139088815@N08/33518723955/in/album-72157678122594474	2017:03:15 13:39:21	https://c1.staticflickr.com/3/2838/33518723955_e5539f2477_n.jpg			orange
Folder1	EmbudoSummit	Closer to the Sandia's but shy in elevation!	35.103475	-106.4425805556	https://c1.staticflickr.com/3/2825/33361783852_51370867fa_q.jpg	https://www.flickr.com/photos/139088815@N08/33361783852/in/album-72157678122594474	2017:03:15 13:40:29	https://c1.staticflickr.com/3/2825/33361783852_51370867fa_n.jpg			orange
