folder	desc	name	Latitude	Longitude	thumbnail	url	date	n-size
Folder1	Waterfall	Muddy water by the ponderosa	35.9977944444444	-107.084275	https://c4.staticflickr.com/2/1579/24873284971_cf5c43556e_m.jpg	https://www.flickr.com/photos/139088815@N08/24873284971/in/photostream/	2016:02:11 11:43:24	https://c4.staticflickr.com/2/1579/24873284971_cf5c43556e_n.jpg
Folder1	Tracks	Animal tracks towards the water	35.9981	-107.084341666667	https://c4.staticflickr.com/2/1513/24598948739_274671b436_m.jpg	https://www.flickr.com/photos/139088815@N08/24598948739/in/photostream/	2016:02:11 11:48:41	https://c4.staticflickr.com/2/1513/24598948739_274671b436_n.jpg
Folder1	Tom_on_window	Looking east with Tom on top	35.9980444444444	-107.084161111111	https://c7.staticflickr.com/2/1493/24940313246_5af68d6876_m.jpg	https://www.flickr.com/photos/139088815@N08/24940313246/in/photostream/	2016:02:11 12:24:02	https://c7.staticflickr.com/2/1493/24940313246_5af68d6876_n.jpg
Folder1	Roadside_hoodoo	Hoodoos on the way in	35.9759555555556	-107.098458333333	https://c1.staticflickr.com/2/1468/24940325976_840a9de327_m.jpg	https://www.flickr.com/photos/139088815@N08/24940325976/in/photostream/	2016:02:11 10:52:52	https://c1.staticflickr.com/2/1468/24940325976_840a9de327_n.jpg
Folder1	Mixed_media	Rocks by the road	35.9937055555556	-107.084733333333	https://c6.staticflickr.com/2/1711/24339797813_32862b5dcb_m.jpg	https://www.flickr.com/photos/139088815@N08/24339797813/in/photostream/	2016:02:11 10:59:09	https://c6.staticflickr.com/2/1711/24339797813_32862b5dcb_n.jpg
Folder1	Hilltop_view	Seen from the top of the hill	35.9966055555556	-107.084480555556	https://c3.staticflickr.com/2/1444/24940351346_e721f3fc39_m.jpg	https://www.flickr.com/photos/139088815@N08/24940351346/in/photostream/	2016:02:11 11:27:20	https://c3.staticflickr.com/2/1444/24940351346_e721f3fc39_n.jpg
Folder1	GeorgeW	Is this George Washington?	35.9930722222222	-107.085525	https://c2.staticflickr.com/2/1535/24599044929_e31f0d2054_m.jpg	https://www.flickr.com/photos/139088815@N08/24599044929/in/photostream/	2016:02:11 10:58:24	https://c2.staticflickr.com/2/1535/24599044929_e31f0d2054_n.jpg
Folder1	End_point	As far as Ken went	36.0003583333333	-107.085608333333	https://c1.staticflickr.com/2/1520/24336097104_fea54dda07_m.jpg	https://www.flickr.com/photos/139088815@N08/24336097104/in/photostream/	2016:02:11 12:09:25	https://c1.staticflickr.com/2/1520/24336097104_fea54dda07_n.jpg
Folder1	Cliffs	Beautiful escarpment	35.9986138888889	-107.085966666667	https://c8.staticflickr.com/2/1470/24339870543_f22ff46be9_m.jpg	https://www.flickr.com/photos/139088815@N08/24339870543/in/photostream/	2016:02:11 12:01:06	https://c8.staticflickr.com/2/1470/24339870543_f22ff46be9_n.jpg
Folder1	Cliffbase_view	Interesting rocks punctuate view	35.9994777777778	-107.085761111111	https://c4.staticflickr.com/2/1604/24873411251_0d8ac490fa_m.jpg	https://www.flickr.com/photos/139088815@N08/24873411251/in/photostream/	2016:02:11 12:06:47	https://c4.staticflickr.com/2/1604/24873411251_0d8ac490fa_n.jpg
