folder	desc	name	Latitude	Longitude	thumbnail	url	date	n-size	width	height	symbol	icon_size	color
Folder1	RocksAndWood	DeNaRocks	36.316875	-108.010888888889	https://c8.staticflickr.com/6/5781/30641359175_4cb9814072_q.jpg	https://www.flickr.com/photos/139088815@N08/30641359175/in/album-72157674420137292	2016:10:27 14:39:37	https://c8.staticflickr.com/6/5781/30641359175_4cb9814072_n.jpg			orange
Folder1	PetrifiedWoodSpill	Petrified wood abounds along the trail	36.3147416666667	-108.022880555556	https://c1.staticflickr.com/6/5609/30341616680_70196b3fb0_q.jpg	https://www.flickr.com/photos/139088815@N08/30341616680/in/album-72157674420137292	2016:10:27 15:45:35	https://c1.staticflickr.com/6/5609/30341616680_70196b3fb0_n.jpg			orange
Folder1	Niches	Crooks and crannies everywhere	36.3135527777778	-108.024575	https://c5.staticflickr.com/6/5671/30341642100_d271f5d653_q.jpg	https://www.flickr.com/photos/139088815@N08/30341642100/in/album-72157674420137292	2016:10:27 15:34:21	https://c5.staticflickr.com/6/5671/30341642100_d271f5d653_n.jpg			orange
Folder1	Neopolitan	Multi-colored ice cream scoops	36.3158194444444	-108.021133333333	https://c1.staticflickr.com/6/5703/30605251616_a88dfdeece_q.jpg	https://www.flickr.com/photos/139088815@N08/30605251616/in/album-72157674420137292	2016:10:27 15:49:53	https://c1.staticflickr.com/6/5703/30605251616_a88dfdeece_n.jpg			orange
Folder1	MushroomHoodoo	Dark-capped hoodoos along the wash	36.3167888889	-108.010652912	https://c1.staticflickr.com/6/5334/30605291336_03a0b9884e_q.jpg	https://www.flickr.com/photos/139088815@N08/30605291336/in/album-72157674420137292	2011:05:28 15:51:14	https://c1.staticflickr.com/6/5334/30605291336_03a0b9884e_n.jpg			orange
Folder1	HoodooVista	Hoodoos in the sky	36.3146722222222	-108.017155555556	https://c1.staticflickr.com/6/5458/30341791760_bbc4257f73_q.jpg	https://www.flickr.com/photos/139088815@N08/30341791760/in/album-72157674420137292	2016:10:27 14:55:02	https://c1.staticflickr.com/6/5458/30341791760_bbc4257f73_n.jpg			orange
Folder1	HoodooCluster	More hoodoos top the hills	36.315380	-108.018200	https://c7.staticflickr.com/6/5769/30605159766_1a00efcb48_q.jpg	https://www.flickr.com/photos/139088815@N08/30605159766/in/album-72157674420137292	2011:05:28 15:50:12	https://c7.staticflickr.com/6/5769/30605159766_1a00efcb48_n.jpg			orange
Folder1	DownTheWash	Winding into the canyon	36.3167638888889	-108.008408333333	https://c3.staticflickr.com/6/5674/30524617122_3c0b3051eb_q.jpg	https://www.flickr.com/photos/139088815@N08/30524617122/in/album-72157674420137292	2016:10:27 14:29:01	https://c3.staticflickr.com/6/5674/30524617122_3c0b3051eb_n.jpg			orange
Folder1	BandedHills	The trail descends the bluffs	36.316425	-108.002372222222	https://c7.staticflickr.com/6/5814/30524669582_ee17a720ec_q.jpg	https://www.flickr.com/photos/139088815@N08/30524669582/in/album-72157674420137292	2016:10:27 13:34:38	https://c7.staticflickr.com/6/5814/30524669582_ee17a720ec_n.jpg			orange
Folder1	AlongTheWash	The wash widens and view expand	36.3145916666667	-108.022961111111	https://c2.staticflickr.com/6/5725/30553700921_6798665624_q.jpg	https://www.flickr.com/photos/139088815@N08/30553700921/in/album-72157674420137292	2016:10:27 15:18:47	https://c2.staticflickr.com/6/5725/30553700921_6798665624_n.jpg			orange
