folder	desc	name	Latitude	Longitude	thumbnail	url	date	n-size	symbol	icon_size	color
Folder1	WhiteMesaView	A view of White Mesa adds to the scene	35.5135	-106.8158333	https://c1.staticflickr.com/8/7631/27945449651_5812d7e800_q.jpg	https://www.flickr.com/photos/139088815@N08/27945449651/in/album-72157670484666515	2013:05:04 12:28:50	https://c1.staticflickr.com/8/7631/27945449651_5812d7e800_n.jpg			pink
Folder1	TrailMesa	Where the so-called trail begins	35.495334	-106.921424	https://c1.staticflickr.com/8/7452/27409281374_4fdf47c0e1_q.jpg	https://www.flickr.com/photos/139088815@N08/27409281374/in/album-72157670484666515		https://c1.staticflickr.com/8/7452/27409281374_4fdf47c0e1_n.jpg			pink
Folder1	RainbowRock	So many colors everywhere you look	35.50651667	-106.92845	https://c1.staticflickr.com/8/7525/27920915372_4acd8cb4e6_q.jpg	https://www.flickr.com/photos/139088815@N08/27920915372/in/album-72157670484666515		https://c1.staticflickr.com/8/7525/27920915372_4acd8cb4e6_n.jpg			pink
Folder1	MultiLayers	Striated rocks participate in the wild geological collection	35.50921111	-106.9278111	https://c1.staticflickr.com/8/7093/28023043435_057c372b0c_q.jpg	https://www.flickr.com/photos/139088815@N08/28023043435/in/album-72157670484666515	2015:11:03 11:36:40	https://c1.staticflickr.com/8/7093/28023043435_057c372b0c_n.jpg			pink
Folder1	MesaPtView	"From the tip of the mesa, Tom peers northeast"	35.50925833	-106.9278722	https://c1.staticflickr.com/8/7457/27988521966_26c7ee287f_q.jpg	https://www.flickr.com/photos/139088815@N08/27988521966/in/album-72157670484666515	2015:11:03 11:37:21	https://c1.staticflickr.com/8/7457/27988521966_26c7ee287f_n.jpg			pink
Folder1	HomesteadRemains	Abandoned ruins of a homestead - how did they live?	35.515325	-106.9446556	https://c1.staticflickr.com/8/7444/27945504921_ce932dc839_q.jpg	https://www.flickr.com/photos/139088815@N08/27945504921/in/album-72157670484666515	2015:11:03 12:33:39	https://c1.staticflickr.com/8/7444/27945504921_ce932dc839_n.jpg			pink
Folder1	DistantCabezon	"From here, a view of Cabezon Peak"	35.508625	-106.9370417	https://c1.staticflickr.com/8/7327/27742915010_9f43ffa3df_q.jpg	https://www.flickr.com/photos/139088815@N08/27742915010/in/album-72157670484666515	2015:03:25 11:32:24	https://c1.staticflickr.com/8/7327/27742915010_9f43ffa3df_n.jpg			pink
Folder1	CrazyCream	Unimaginable colors and hoodoos	35.50176667	-106.9240944	https://c1.staticflickr.com/8/7389/28023090335_a148ed8d90_q.jpg	https://www.flickr.com/photos/139088815@N08/28023090335/in/album-72157670484666515	2015:05:12 12:37:18	https://c1.staticflickr.com/8/7389/28023090335_a148ed8d90_n.jpg			pink
Folder1	ColorCombo	Some colors you don't expect to find together	35.50390278	-106.9262611	https://c1.staticflickr.com/8/7408/27988553976_8e4dc51e23_q.jpg	https://www.flickr.com/photos/139088815@N08/27988553976/in/album-72157670484666515	2015:11:03 11:17:47	https://c1.staticflickr.com/8/7408/27988553976_8e4dc51e23_n.jpg			pink
Folder1	AscendHere	"Using waypoints only, a preview of what's to come"	35.52050278	-106.9428333	https://c1.staticflickr.com/8/7055/27920962022_cd07b92aeb_q.jpg	https://www.flickr.com/photos/139088815@N08/27920962022/in/album-72157670484666515	2015:11:03 12:54:25	https://c1.staticflickr.com/8/7055/27920962022_cd07b92aeb_n.jpg			pink
Folder1	ArroyoRoad	A long and deep arroyo separates us from returning	35.51394722	-106.9327	https://c1.staticflickr.com/8/7317/27920968242_3fdfbb981b_q.jpg	https://www.flickr.com/photos/139088815@N08/27920968242/in/album-72157670484666515	2015:11:03 13:56:20	https://c1.staticflickr.com/8/7317/27920968242_3fdfbb981b_n.jpg			pink
