folder	desc	name	Latitude	Longitude	thumbnail	url	date	n-size
Folder1	ValleyView	Looking West from high on Pino	35.1687305555556	-106.430441666667	https://c1.staticflickr.com/8/7563/27355360144_89b373658c.jpg	https://www.flickr.com/photos/139088815@N08/27355360144/in/photostream/	2016:06:28 08:24:14	https://c1.staticflickr.com/8/7563/27355360144_89b373658c_n.jpg
Folder1	Summit	Sandia Crest Trail juncture	35.1690166666667	-106.414352777778	https://c6.staticflickr.com/8/7672/27354487493_b8872a5b5e.jpg	https://www.flickr.com/photos/139088815@N08/27354487493/in/photostream/	2016:06:28 09:47:31	https://c6.staticflickr.com/8/7672/27354487493_b8872a5b5e_n.jpg
Folder1	ShootingStars	Flowers abound near Pino Spring	35.1681361111111	-106.427811111111	https://c5.staticflickr.com/8/7728/27355394244_4ec61bc27c.jpg	https://www.flickr.com/photos/139088815@N08/27355394244/in/photostream/	2016:06:28 08:30:22	https://c5.staticflickr.com/8/7728/27355394244_4ec61bc27c_n.jpg
Folder1	PinoCanyon	Pino Trail cuts alongside a wide canyon	35.1685138888889	-106.428933333333	https://c8.staticflickr.com/8/7390/27354526583_9ededb735a.jpg	https://www.flickr.com/photos/139088815@N08/27354526583/in/photostream/	2016:06:28 08:27:18	https://c8.staticflickr.com/8/7390/27354526583_9ededb735a_n.jpg
Folder1	Penstemmon	So many colors along the way	35.1693222222222	-106.424538888889	https://c4.staticflickr.com/8/7375/27354553523_04f1e60448.jpg	https://www.flickr.com/photos/139088815@N08/27354553523/in/photostream/	2016:06:28 08:47:05	https://c4.staticflickr.com/8/7375/27354553523_04f1e60448_n.jpg
Folder1	PeaksGetCloser	Gaining altitude: level with tram tower two	35.1697972222222	-106.425383333333	https://c1.staticflickr.com/8/7315/27688669520_fa543ef51c.jpg	https://www.flickr.com/photos/139088815@N08/27688669520/in/photostream/	2016:06:28 08:44:54	https://c1.staticflickr.com/8/7315/27688669520_fa543ef51c_n.jpg
Folder1	NearTrailhead	Beautiful view of mountains, trail, and cholla	35.164275	-106.459672222222	https://c7.staticflickr.com/8/7628/27933927606_42722ccdd0.jpg	https://www.flickr.com/photos/139088815@N08/27933927606/in/photostream/	2016:06:28 12:14:08	https://c7.staticflickr.com/8/7628/27933927606_42722ccdd0_n.jpg
Folder1	IntoTheSun	Early morning sun highlights the desert landscape	35.163375	-106.469855555556	https://c8.staticflickr.com/8/7383/27354608583_69919484bf.jpg	https://www.flickr.com/photos/139088815@N08/27354608583/in/photostream/	2016:06:28 07:01:36	https://c8.staticflickr.com/8/7383/27354608583_69919484bf_n.jpg
Folder1	FramedPeaks	Views of the Sandia framed by pines	35.1666138888889	-106.445366666667	https://c6.staticflickr.com/8/7243/27354621853_a8aceab4a3.jpg	https://www.flickr.com/photos/139088815@N08/27354621853/in/photostream/	2016:06:28 07:44:02	https://c6.staticflickr.com/8/7243/27354621853_a8aceab4a3_n.jpg
Folder1	EarlyMorningView	Gorgeous shady setting with a view	35.16595	-106.449438888889	https://c8.staticflickr.com/8/7295/27890997831_9de024bb60.jpg	https://www.flickr.com/photos/139088815@N08/27890997831/in/photostream/	2016:06:28 07:35:08	https://c8.staticflickr.com/8/7295/27890997831_9de024bb60_n.jpg
