folder	desc	name	Latitude	Longitude	thumbnail	url	date	n-size	symbol	icon_size	color
Folder1	TomAlongTheDragon	Narrow but traversable	35.5105527777778	-106.847961111111	https://c1.staticflickr.com/1/397/31869276934_6b89222e9b_q.jpg	https://www.flickr.com/photos/139088815@N08/31869276934/in/album-72157676308235354	2017:02:01 11:26:33	https://c1.staticflickr.com/1/397/31869276934_6b89222e9b_n.jpg			orange
Folder1	PickingTheWayDown	Down to explore the valley	35.5159722222222	-106.849644444444	https://c1.staticflickr.com/1/312/31869282594_b7119af964_q.jpg	https://www.flickr.com/photos/139088815@N08/31869282594/in/album-72157676308235354	2017:02:01 12:16:19	https://c1.staticflickr.com/1/312/31869282594_b7119af964_n.jpg			orange
Folder1	OffTheGoatTrail	Off the precipitous side-trail and back down to the valley	35.506950	-106.842073	https://c1.staticflickr.com/1/379/32589464451_e7f6c11dbc_q.jpg	https://www.flickr.com/photos/139088815@N08/32589464451/in/album-72157676308235354	2017:02:01 13:33:58	https://c1.staticflickr.com/1/379/32589464451_e7f6c11dbc_n.jpg			orange
Folder1	InTheValley	Flat, expansive, beautiful	35.5123888888889	-106.844366666667	https://c1.staticflickr.com/1/293/31899242733_71eee92a2b_q.jpg	https://www.flickr.com/photos/139088815@N08/31899242733/in/album-72157676308235354	2017:02:01 12:41:07	https://c1.staticflickr.com/1/293/31899242733_71eee92a2b_n.jpg			orange
Folder1	GreenValley	Odd colors permeate the landscape	35.518932	-106.851321	https://c1.staticflickr.com/1/732/31869314824_6cf66b834a_q.jpg	https://www.flickr.com/photos/139088815@N08/31869314824/in/album-72157676308235354	2017:02:01 12:09:10	https://c1.staticflickr.com/1/732/31869314824_6cf66b834a_n.jpg			orange
Folder1	ColorfulValley	Beautiful reds from the Dragon's Back	35.5105361111111	-106.847969444444	https://c1.staticflickr.com/1/528/31869319474_0522d46a37_q.jpg	https://www.flickr.com/photos/139088815@N08/31869319474/in/album-72157676308235354	2017:02:01 11:24:52	https://c1.staticflickr.com/1/528/31869319474_0522d46a37_n.jpg			orange
Folder1	Cabezon	A view of distant Cabezon Peak	35.5009888888889	-106.840675	https://c1.staticflickr.com/1/577/32671754906_dfc2b6e5be_q.jpg	https://www.flickr.com/photos/139088815@N08/32671754906/in/album-72157676308235354	2017:02:01 10:49:12	https://c1.staticflickr.com/1/577/32671754906_dfc2b6e5be_n.jpg			orange
Folder1	BillTriumphs	Bill leads the (wrong) way	35.5114277777778	-106.843227777778	https://c1.staticflickr.com/1/703/32332772380_fcdabf7148_q.jpg	https://www.flickr.com/photos/139088815@N08/32332772380/in/album-72157676308235354	2017:02:01 12:49:50	https://c1.staticflickr.com/1/703/32332772380_fcdabf7148_n.jpg			orange
Folder1	BillSearchesEscape	No way to the top and back from here	35.5065888888889	-106.840619444444	https://c1.staticflickr.com/1/542/31899298793_22169b13c1_q.jpg	https://www.flickr.com/photos/139088815@N08/31899298793/in/album-72157676308235354	2017:02:01 13:19:22	https://c1.staticflickr.com/1/542/31899298793_22169b13c1_n.jpg			orange
Folder1	360Views	A complete view all along the Dragon's Back	35.5081416666667	-106.846236111111	https://c1.staticflickr.com/1/541/32671767546_07326e4259_q.jpg	https://www.flickr.com/photos/139088815@N08/32671767546/in/album-72157676308235354	2017:02:01 11:15:51	https://c1.staticflickr.com/1/541/32671767546_07326e4259_n.jpg			orange
